id,source_url,business_name,business_name_ar,category_slug,category_ar,city_slug,governorate_ar,phone,email,website,facebook_url,address,address_ar,raw_html_hash,source_tier,scraped_at,matched_facets
321,https://yellowpages.com.eg/en/profile/el-diesel-factory-for-clothes/593866,El Diesel Factory For Clothes,مصنع ملابس الديزل,,,giza,,0121-1697-070,,,,"12 Masged El Rahma St., Warraq El Arab, El warak, Giza","12 ش مسجد الرحمة - وراق العرب, الوراق, الجيزة",7ca1764b797a8bdc399b3c53fb824019,1,2026-05-12T20:04:19.936008+00:00,"category: Clothing Factories & Wholesalers, city: Giza, keyword: مصنع"
317,https://yellowpages.com.eg/en/profile/el-dar-pack-factory-for-printing-and-packaging-llc/706123,El Dar Pack Factory For Printing And Packaging LLC,مصنع الدار باك للطباعة والتغليف ذ.ذ.م,,,cairo,,"0122-3484-750, 0112-9996-270",,,https://www.facebook.com/people/%D8%A7%D9%84%D8%AF%D8%A7%D8%B1-%D8%A8%D8%A7%D9%83-Aldar-pack/100069161169419/,"Cairo Belbeis Desert Rd., Gamaeyet El Mohandeseen El Arab, Belbeis, El sharkeya                                                    In Front Of Kiriazi Factory - Gate No. 6","طريق القاهرة بلبيس الصحراوى, جمعية المهندسين العرب, بلبيس, الشرقية                                                    امام مصنع كريازى - بوابة رقم 6",602e8656b9838043574f40d91b8c5342,1,2026-05-12T20:03:27.862076+00:00,"category: Packaging, city: Cairo, keyword: مصنع"
316,https://yellowpages.com.eg/en/profile/el-belbesy-factory/451840,El Belbesy Factory,مصنع البلبيسى,,,cairo,,"02-4215-7899, 02-4215-9230, 02-4210-5133",,,,"Km 16,, Cairo alex. agr. rd., Kaliobeya                                                    Beside Mitsubishi Agency For Cars","كم 16 -, طريق القاهرة الاسكندرية الزراع, طريق القاهرة الاسكندرية الزراعى, القليوبية                                                    بجوار توكيل ميتسوبيشى للسيارات",442c93cb4efa4e47e700ce4e45588f8f,1,2026-05-12T20:03:17.619341+00:00,"category: Metal Products and Machinery, city: Cairo, keyword: مصنع"
314,https://yellowpages.com.eg/en/profile/el-basous-factory/471806,El Basous Factory,مصنع الباسوس,,,cairo,,02-2593-3568,,,,"166 El Guish St., Bab el shaareya, Cairo","166 ش الجيش, باب الشعرية, القاهرة",c9413355cd1ff1873f1bae81ebd8e688,1,2026-05-12T20:02:47.389819+00:00,"category: Carton & Corrugated Products, city: Cairo, keyword: مصنع"
312,https://yellowpages.com.eg/en/profile/el-basateen-factory-for-khan-el-khalili-products/206140,El Basateen Factory For Khan El Khalili Products,مصنع البساتين لمنتجات خان الخليلى,,,cairo,,02-2702-8914,,,,"12 Mohamed El Gohary St., El bassateen, Cairo","12 ش محمد الجوهرى , البساتين, القاهرة",457817b43661e14bfa862d3d517f0cf1,1,2026-05-12T20:02:25.809587+00:00,"category: Textiles, city: Cairo, keyword: مصنع"
306,https://yellowpages.com.eg/en/profile/el-azizya-factory-for-metal-&-wooden-furniture/540335,El Azizya Factory For Metal & Wooden Furniture,مصنع العزيزية للاثاث المعدنى والخشبى,,,giza,,"0112-6333-378, 02-3878-2041, 0112-6333-372, 0122-5572-955",,https://elazizya.com/,https://www.facebook.com/ElazizyaFurniture,"El Mariouteya Rd., El Azizya Badrasheen, El badrashin, Giza","طريق المريوطية, العزيزية بدرشين, البدرشين, الجيزة",59898f0ad3f5b349d9fee8292034c0a8,1,2026-05-12T20:01:11.210025+00:00,"category: Home, Office and Garden Furniture, city: Giza, keyword: مصنع"
305,https://yellowpages.com.eg/en/profile/el-awael-factory/654026,El Awael Factory,مصنع الاوائل,,,giza,,0122-2152-400,,,,", 3rd Industrial Zone, Industrial Zone, 6th of october, Giza                                                    Beside El Sharkeya Factory For Smoking",", المنطقة الصناعية الثالثة, المنطقة الصناعية, السادس من اكتوبر, الجيزة                                                    بجوار مصنع الشرقية للدخان",f8f95e99cedb900b534fc45e1d00bb2c,1,2026-05-12T20:01:02.784077+00:00,"category: Factory Equipment and Supplies, city: Giza, keyword: مصنع"
303,https://yellowpages.com.eg/en/profile/el-asr-factory-for-bags/640020,El Asr Factory For Bags,مصنع العصر للشنط,,,alexandria,,"0127-2111-006, 0128-8628-377",,,,"International Rd., El asafra, Alexandria","الطريق الدولى, العصافرة, الاسكندرية",0af9c7cdf42b1dd5e591489a28aea244,1,2026-05-12T20:00:37.294139+00:00,"category: Advertising Promotional Items, city: Alexandria, keyword: مصنع"
299,https://yellowpages.com.eg/en/profile/el-araby-plast/690011,El Araby Plast,مصنع العربى بلاست,,,alexandria,,0106-6610-252,,https://www.araby-plast.com/,https://www.facebook.com/plastalaraby,", Mirghem Complex 1 For Plastic Industry, Amreya, Alexandria",", مجمع مرغم 1 للصناعات البلاستيكية, العامرية, الاسكندرية",e070b0a8f2385dca389650748263f778,1,2026-05-12T19:59:48.709516+00:00,"category: Housewares Products, city: Alexandria, keyword: مصنع"
298,https://yellowpages.com.eg/en/profile/el-araby-factory/691928,El Araby Factory,مصنع العربى,,,giza,,"0100-7519-847, 0100-7919-694, 0111-0928-757",,,,", El warak, Giza                                                    Near To El Rahman El Rahim Mosque Beside The Ring Road",", الوراق, الجيزة                                                    قريب من مسجد الرحمن الرحيم  بجوار الدائري",c518a5c6cd4732e340c77f1bf59711f0,1,2026-05-12T19:59:42.222019+00:00,"category: Air Conditioning, city: Giza, keyword: مصنع"
294,https://yellowpages.com.eg/en/profile/el-amira-factory-for-clothes/539362,El Amira Factory For Clothes,مصنع الاميرة للملابس,,,giza,,0100-8507-215,,,,"10 Abdel Hamid Mahmoud St., El Monira El Gharbeya, Imbaba, Giza","10 ش عبد الحميد محمود - المنيرة الغربية, امبابة, الجيزة",9e716ad2d03d9df29373dc3674145d78,1,2026-05-12T19:58:42.954050+00:00,"category: Clothing Factories & Wholesalers, city: Giza, keyword: مصنع"
292,https://yellowpages.com.eg/en/profile/el-amir-washing-machines-factory/541762,El Amir Washing Machines Factory,مصنع الامير للغسالات,,,alexandria,,"03-4592-012, 0122-3809-935, 03-4592-012",,,,"Western Workshop District, Borg el arab, Alexandria                                                    Beside Abdel Mawla Mall","منطقة الورش الغربية, برج العرب, الاسكندرية                                                    بجوار مول عبد المولى",db923af8a3a8cf00a03cb0d47b1b2eca,1,2026-05-12T19:58:13.189516+00:00,"category: Appliances, city: Alexandria, keyword: مصنع"
289,https://yellowpages.com.eg/en/profile/el-amid-factory-for-clothes/558183,El Amid Factory For Clothes,مصنع العميد للملابس,,,giza,,0100-9526-228,,,,"48 El Gadid St., Kerdasa, Giza","48 الشارع الجديد, كرداسة, الجيزة",ccc52c98dcd5fd4bec8ae1455962e162,1,2026-05-12T19:57:35.737624+00:00,"category: Clothing Factories & Wholesalers, city: Giza, keyword: مصنع"
286,https://yellowpages.com.eg/en/profile/el-amana-factory-for-clothes/575091,El Amana Factory For Clothes,مصنع الامانة للملابس,,,giza,,0128-4794-250,,,,"6 Mahmoud Morsy St., Ard El Haddad, Imbaba, Giza","6 ش محمود مرسى - ارض الحداد, امبابة, الجيزة",212d9b43e9acfa51924c26d8468fff17,1,2026-05-12T19:56:57.745558+00:00,"category: Clothing Shops, city: Giza, keyword: مصنع"
284,https://yellowpages.com.eg/en/profile/el-amal-factory-for-metal-zippers-manufacture/15172,El Amal Factory For Metal Zippers Manufacture,مصنع الامل لصناعة سوستة الملابس المعدنية,,,cairo,,"02-2592-2037, 0128-9888-096, 02-2592-2037",,,,"5 Atfet El Shoshtary, El mousky, Cairo                                                    Behind Palestine Hotel","5   عطفة الشوشترى, الموسكى, القاهرة                                                    خلف فندق فلسطين",1fd52724a197cb901f62d4455a72e00b,1,2026-05-12T19:56:29.018561+00:00,"category: Zippers, city: Cairo, keyword: مصنع"
281,https://yellowpages.com.eg/en/profile/el-amal-factory/565125,El Amal Factory,مصنع الامل,,,cairo,,0100-7787-516,,,,"15 Masged Shabab Mohamed St., Kafr El Shorafa, El marg, Cairo","15 ش مسجد شباب محمد - كفر الشرفا, المرج, القاهرة",27fd41ce37e33e324465753273340d89,1,2026-05-12T19:55:47.246113+00:00,"category: Clothing Shops, city: Cairo, keyword: مصنع"
280,https://yellowpages.com.eg/en/profile/el-amal-factory/181442,El Amal Factory,مصنع الامل,,,cairo,,02-2482-9210,,,,"23 El Aghoury St., Abbasseya, Cairo","23 ش الاجهورى, عباسية, القاهرة",225e533755350ddd1441663d1938343f,1,2026-05-12T19:55:37.332319+00:00,"category: Metal Products and Machinery, city: Cairo, keyword: مصنع"
279,https://yellowpages.com.eg/en/profile/el-alamia-factory-for-modern-paints/399,El Alamia Factory For Modern Paints,مصنع العالمية للدهانات الحديثة,,,giza,,0122-2151-626,,,,"4th Industrial Zone, 6th of october, Giza","المنطقة الصناعية الرابعة, السادس من اكتوبر, الجيزة",4d397bfc296613d2693ee99455d57b04,1,2026-05-12T19:55:24.202477+00:00,"category: Paint and Coating, city: Giza, keyword: مصنع"
278,https://yellowpages.com.eg/en/profile/el-akhawain-factory-for-tricot/115110,El Akhawain Factory For Tricot,مصنع الاخوين للتريكو,,,alexandria,,"03-4592-660, 03-4595-921",,,,"Plot 30, , 1St Industrial Zone, Borg el arab, Alexandria                                                    Beside El Manzalawy Factory For Tiles","القطعة 30 -  - المنطقة الصناعية الاولى, برج العرب, الاسكندرية                                                    بجوار مصنع المنزلاوى للبلاط",58987aab4139711e055d536505f7f57b,1,2026-05-12T19:55:15.122159+00:00,"category: Embroidery, city: Alexandria, keyword: مصنع"
275,https://yellowpages.com.eg/en/profile/el-ahram-gaskets-factory/232021,El Ahram Gaskets Factory,مصنع جوانات الاهرام,,,cairo,,"02-2204-5806, 0122-3714-788",,,,"6 Abdel Wahed Tantawy St., Shoubra, Cairo","6 ش عبد الواحد الطنطاوى, شبرا, القاهرة",018b6df59089de45f56d8134be6d50ec,1,2026-05-12T19:54:33.190214+00:00,"category: Gaskets, city: Cairo, keyword: مصنع"
272,https://yellowpages.com.eg/en/profile/el-adkawy-factory/166824,El Adkawy Factory,مصنع الادكاوى,,,alexandria,,"03-3820-005, 03-3820-006, 03-3820-005",,http://www.lachicacollection.com/,,"Airport Rd., El Nozha, Airport area, Alexandria                                                    Behind Talaat Mostafa Charitable Establishment","طريق المطار - النزهة, منطقة المطار, الاسكندرية                                                    خلف مؤسسة طلعت مصطفى الخيرية",08a6d09c13227d7a1b713d1de5d430dd,1,2026-05-12T19:53:54.786511+00:00,"category: Clothing Factories & Wholesalers, city: Alexandria, keyword: مصنع"
271,https://yellowpages.com.eg/en/profile/el-aboudy-factory/266207,El Aboudy Factory,مصنع العبودى,,,giza,,0114-6969-919,,,,"17 El Horreya St., Imbaba, Giza","17 ش الحرية, امبابة, الجيزة",aee43d902435ae629134be71c8116811,1,2026-05-12T19:53:44.462666+00:00,"category: Bakery & Pastry Equipment, city: Giza, keyword: مصنع"
269,https://yellowpages.com.eg/en/profile/egyptian-rock-wool-factory-_-erock/21889,Egyptian Rock Wool Factory - EROCK,المصنع المصرى للصوف الصخرى - ايروك,,,cairo,,"02-2261-6452, 02-2405-1565, 0100-5714-132, 0100-5311-311, 0100-2511-100, 02-2403-6987, 02-2405-1566",,,,"1 El Obour Bldgs., Salah Salem Rd., Nasr city, Cairo                                                    Above EBE - Export Development Bank Of Egypt","1 عمارات العبور - طريق صلاح سالم, مدينة نصر, القاهرة                                                    اعلى البنك المصرى لتنمية الصادرات - اى بى اى",3731ed9fedb3886fd3d8e2b7024b60be,1,2026-05-12T19:53:15.092113+00:00,"area: Nasr City, category: Insulation, city: Cairo, keyword: مصنع"
268,https://yellowpages.com.eg/en/profile/egyptian-products-factory/397027,Egyptian Products Factory,مصنع المنتجات المصرية,,,cairo,,"02-2483-3782, 0122-7655-588, 0114-1766-174, 0106-1861-369, 02-2485-5328",,,,"9 Zayed St., Industrial Zone, Abbasseya, Cairo","9 ش زايد - المنطقة الصناعية, عباسية, القاهرة",b71f32a10fb794a82d1d684e058d8f67,1,2026-05-12T19:52:50.353806+00:00,"category: Home, Office and Garden Furniture, city: Cairo, keyword: مصنع"
267,https://yellowpages.com.eg/en/profile/egyptian-international-factory-for-splitting-pulse/134849,Egyptian International Factory For Splitting Pulse,المصنع المصرى الدولى لجرش الحبوب,,,giza,,"02-3820-4400, 02-3820-4501, 02-3820-4800, 02-3820-4100",,,,"Plot 61, , 3rd Industrial Zone, 6th of october, Giza","القطعة 61 -  - المنطقة الصناعية الثالثة, السادس من اكتوبر, الجيزة",d1ad9c7b3cf8614cd996fc07489ec9a5,1,2026-05-12T19:52:35.422609+00:00,"category: Food Producers and Equipment, city: Giza, keyword: مصنع"
265,https://yellowpages.com.eg/en/profile/egyptian-factory-for-silk-textile/26780,Egyptian Factory For Silk Textile,المصنع المصرى لنسج الحرير,,,alexandria,,03-4282-098,,,,"445 Canal El Mahmoudeya St., El nozha, Alexandria","445 ش قنال المحمودية, النزهة, الاسكندرية",0ea68b2b53e9b644a3d9ad66890b1459,1,2026-05-12T19:52:15.112657+00:00,"category: Textiles, city: Alexandria, keyword: مصنع"
264,https://yellowpages.com.eg/en/profile/egyptian-factory-for-oriental-carpets/4062,Egyptian Factory For Oriental Carpets,المصنع المصرى لصناعة السجاد الشرقى,,,cairo,,"02-2291-6683, 02-2291-2582, 0100-1669-913, 02-2290-2161",,,,"5   Almaza Sq., Almaza, Heliopolis, Cairo                                                    Near To Gohar Hospital","5   ميدان الماظة, الماظة, مصر الجديدة, القاهرة                                                    قريب من مستشفى جوهر",b868d33f810e28723eb51f29ac4f4a02,1,2026-05-12T19:51:54.975580+00:00,"category: Carpets & Rugs, city: Cairo, keyword: مصنع"
263,https://yellowpages.com.eg/en/profile/egyptian-factory-for-hand-made-carpets/381595,Egyptian Factory For Hand Made Carpets,المصنع المصرى للسجاد اليدوى,,,cairo,,0122-9201-807,,,,"18 El Khayyameya St., El darb el ahmar, Cairo","18 ش الخيامية, الدرب الاحمر, القاهرة",f49b080e79565744b119b0d00012b481,1,2026-05-12T19:51:34.401705+00:00,"category: Carpets & Rugs, city: Cairo, keyword: مصنع"
262,https://yellowpages.com.eg/en/profile/egyptian-factory-for-carton/581711,Egyptian Factory For Carton,المصنع المصرى للكرتون,,,cairo,,"02-2700-3305, 0120-7270-222, 02-2700-3305",,http://www.maherhosnygroup.com/,https://www.facebook.com/Maher-Hosny-Group-111700707234805/,"16 Corniche El Nil, Floor 3, Ghadet El Nil Tower, KOTSIKA, Tura, Cairo                                                    Near To Carrefour Market","16 كورنيش النيل, الدور 3, برج غادة النيل, كوتسيكا, طره, القاهرة                                                    قريب من كارفور ماركت",ecc10fc76bb3e05faac28b67a37c819c,1,2026-05-12T19:51:16.709570+00:00,"category: Carton & Corrugated Products, city: Cairo, keyword: مصنع"
259,https://yellowpages.com.eg/en/profile/egy-mineral-factory/464429,Egy Mineral Factory,مصنع ايجى مينيرال,,,cairo,,"02-2864-0970, 0114-8411-977, 0100-1400-111, 02-2864-0970",,http://www.egymnrl.com/,,"Km 47, Cairo Suez Desert Rd., 2nd Industrial Zone, Plot 37, Badr city, Cairo                                                    Near To Sani Acrylic For Sanitary Ware","كم 47 - طريق القاهرة السويس الصحراوى - المنطقة الصناعية الثانية - القطعة 37, مدينة بدر, القاهرة                                                    قريب من سانى اكريليك للادوات الصحية",0b75f05b10a93f07fcbfa38d6b611480,1,2026-05-12T19:50:47.281053+00:00,"category: Chemicals, city: Cairo, keyword: مصنع"
258,https://yellowpages.com.eg/en/profile/ediar-factory/24242,Ediar Factory,مصنع اديار,,,alexandria,,"03-3925-021, 03-3925-021",,,,"11 Mohamed El Mowailhy St., Al laban, Alexandria                                                    Behind Electricity Co.","11 ش محمد المويلحى, اللبان, الاسكندرية                                                    خلف شركة الكهرباء",0ddbe3db9b1c91cf609b907bd2d8d9ac,1,2026-05-12T19:50:42.622632+00:00,"category: Home, Office and Garden Furniture, city: Alexandria, keyword: مصنع"
257,https://yellowpages.com.eg/en/profile/dubai-factory-shoes-&-bags/668494,Dubai Factory Shoes & Bags,مصنع دبى للاحذية والشنط,,,alexandria,,0111-6252-080,,,https://www.facebook.com/Dubai-factory-shoes-bags-111599120745038/,"El Awayed Rd., Khorshid, Alexandria","طريق العوايد, خورشيد, الاسكندرية",ecd50a54a79e3368c773b5523a1df866,1,2026-05-12T19:50:29.300332+00:00,"category: Shoes & Bags Retail, city: Alexandria, keyword: مصنع"
254,https://yellowpages.com.eg/en/profile/dolphin-factory/188538,Dolphin Factory,مصنع دولفن,,,giza,,"02-3573-1071, 02-3573-1071",,http://www.galabytdolphin.com/,,"16 Aboud El Zomor St. Giza Sq., Giza, Giza","16 ش عبود الزمر  ميدان الجيزة, الجيزة, الجيزة",f5aa73f3b9dac2e4924e0d6fc9c82933,1,2026-05-12T19:49:56.536186+00:00,"category: Clothing Factories & Wholesalers, city: Giza, keyword: مصنع"
251,https://yellowpages.com.eg/en/profile/disco-factory-for-biscuits/23752,Disco Factory For Biscuits,مصنع ديسكو للبسكويت,,,alexandria,,"03-3920-796, 0122-5959-040",,,,"12 Abdel Aziz Hassan St., Moharram bey, Alexandria                                                    Beside Moharram Bey Court","12 ش عبد العزيز حسن, محرم بك, الاسكندرية                                                    بجوار محكمة محرم بك",b767aa0c52121036a12104141960ab2b,1,2026-05-12T19:49:23.476969+00:00,"category: Food Producers and Equipment, city: Alexandria, keyword: مصنع"
250,https://yellowpages.com.eg/en/profile/dido-factory/113452,Dido Factory,مصنع ديدو,,,cairo,,02-2699-7885,,,,"9 Mostafa El Sharkawy St., El herafeyeen, Cairo","9 ش مصطفى الشرقاوى, الحرفيين, القاهرة",e23269373d1ca6b3da3b41d7cb27c1e7,1,2026-05-12T19:49:07.545006+00:00,"category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
248,https://yellowpages.com.eg/en/profile/dida-&-bella-factory/475187,Dida & Bella Factory,مصنع ديدا اند بيلا,,,cairo,,"02-2427-8487, 0102-4070-544",,,,"8 Mohamed Mohamed El Refaey Alley, El Ahlam City, El zawia el hamra, Cairo                                                    Beside Gas Tech Gas Station","8   حارة محمد محمد الرفاعى - مدينة الاحلام, الزاوية الحمراء, القاهرة                                                    بجوار محطة بنزين غاز تك",cc7e1fe3397e145e7f56a642e240ace3,1,2026-05-12T19:48:37.344708+00:00,"category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
247,https://yellowpages.com.eg/en/profile/diamond-factory-for-construction-machines/683912,Diamond Factory For Construction Machines,مصنع الماسة الصناعى لالات البناء,,,cairo,,0122-9964-748,,https://elmasafactory.com/,https://www.facebook.com/diamondfactoryalsherif,"2 Abdel Aziz Nassar St., Gesr el suez, Cairo                                                    Behind International Canal Market","2 ش عبد العزيز نصار, جسر السويس, القاهرة                                                    خلف سوق القنال الدولى",c1d5ca67b0517ec5914b0c50e7ebe4cf,1,2026-05-12T19:48:20.731467+00:00,"category: Construction Equipment, city: Cairo, keyword: مصنع"
246,https://yellowpages.com.eg/en/profile/dh-for-fine-furniture/52927,DH For Fine Furniture,مصنع دى اتش للاثاث الراقى,,,cairo,,"02-2531-8879, 0122-2625-858, 0114-1569-634, 02-2531-8879",,,http://www.facebook.com/DH-for-furniture-982455931781253/,"37 El Sheikh Selim St.  Off El Saad St., El sayeda zeinab, Cairo","37 ش الشيخ سليم  متفرع من ش السد, السيدة زينب, القاهرة",b8b420b919d86cd3fcc6b5150be2bbbe,1,2026-05-12T19:48:10.174430+00:00,"category: Home, Office and Garden Furniture, city: Cairo, keyword: مصنع"
245,https://yellowpages.com.eg/en/profile/designy-kitchens-factory/488367,Designy Kitchens Factory,مصنع مطابخ ديزاينى,,,cairo,,"0114-9433-300, 0100-0704-164",,,,"21 El Sherouk Bldgs.,, Nasr city, Cairo                                                    Behind El Ahly Club","21 مساكن الشروق -, مدينة نصر, القاهرة                                                    خلف النادى الاهلى",affb235773ad1e8b8babe6020e14d532,1,2026-05-12T19:48:03.177212+00:00,"area: Nasr City, category: Kitchens, city: Cairo, keyword: مصنع"
241,https://yellowpages.com.eg/en/profile/darwish-factory-for-plastic/130149,Darwish Factory For Plastic,مصنع درويش للبلاستيك,,,alexandria,,"03-3023-153, 0122-3173-823, 0100-2559-821, 03-3023-153",,,,"El Ammereya Umm Zeghio Rd., mansheyet el olmaa, Agami, Alexandria                                                    beside El Agamy General Hospital","طريق العامرية ام زغيو, منشية العلماء, العجمى, الاسكندرية                                                    بجوار مستشفى العجمى العام",5df7558934eb7c4a84969899cd085ce8,1,2026-05-12T19:47:08.107615+00:00,"category: Plastic & Rubber, city: Alexandria, keyword: مصنع"
240,https://yellowpages.com.eg/en/profile/darwish-&-el-sayed-mostafa-successors-factory/157544,Darwish & El Sayed Mostafa Successors Factory,مصنع خلفاء درويش والسيد مصطفى,,,alexandria,,"03-3934-056, 03-3932-527, 0122-2383-325, 03-3932-527",,,,"4 Salama Mousa St., Al laban, Alexandria","4 ش سلامة موسى, اللبان, الاسكندرية",f05afdc0c560dbd88c5d40e8bafb8496,1,2026-05-12T19:46:57.156824+00:00,"category: Can Manufacturers, city: Alexandria, keyword: مصنع"
239,https://yellowpages.com.eg/en/profile/dar-el-senaa-for-metal-forming-_-safir-factory/257495,Dar El Senaa For Metal Forming - Safir Factory,دار الصناعة لتشكيل المعادن - مصنع سفير,,,giza,,"02-3860-8101, 0111-9503-171",,,,"Behbeet - El Ayyat, El badrashin, Giza","بهبيت - العياط, البدرشين, الجيزة",228f7f712273970084dbf69b5ee65e3e,1,2026-05-12T19:46:44.107759+00:00,"category: Housewares Products, city: Giza, keyword: مصنع"
235,https://yellowpages.com.eg/en/profile/dahab-macaroni-factory/99885,Dahab Macaroni Factory,مصنع مكرونة دهب,,,alexandria,,"0122-4059-770, 0114-4017-999",,,,"Petrochemicals Rd., Abdel Qader Entrance, Amreya, Alexandria                                                    In Front Of Security Central","طريق البتروكيماويات - مدخل عبد القادر, العامرية, الاسكندرية                                                    امام الامن المركزى",a7247c23b92327841ceaa05f0ce6ad2b,1,2026-05-12T19:45:48.578629+00:00,"category: Food Producers and Equipment, city: Alexandria, keyword: مصنع"
233,https://yellowpages.com.eg/en/profile/crello-factory-for-halawa/91196,Crello Factory For Halawa,مصنع كيرلو للحلاوة الطحينية,,,alexandria,,"03-3022-368, 03-5934-791, 03-3022-368",,http://www.crello.net/,,"., Agami, Alexandria                                                    gate 8, beside agami traffic station","., العجمى, الاسكندرية                                                    بوابة 8 - بجوار مرور العجمى",3ecf0ef9b5fd43917a756d0371073e6a,1,2026-05-12T19:45:13.505420+00:00,"category: Food Producers and Equipment, city: Alexandria, keyword: مصنع"
232,https://yellowpages.com.eg/en/profile/country-glass-factory-_-selim-group/535493,Country Glass Factory - Selim Group,مصنع كانترى جلاس لصناعة الزجاج - سليم جروب,,,alexandria,,"0120-4456-012, 0122-3243-994, 0122-3243-825, 03-2020-037, 03-2020-037",,http://www.countryglass-eg.com/,http://www.facebook.com/SleemCountryGlass,"Km 19, Alex Cairo Desert Rd., Mirghem, Alexandria","كم 19 - طريق اسكندرية القاهرة الصحراوى, مرغم, الاسكندرية",8273e934f465a8f3dcfa01587f4aac0f,1,2026-05-12T19:45:08.505505+00:00,"category: Glass, city: Alexandria, keyword: مصنع"
231,https://yellowpages.com.eg/en/profile/containers-_-el-alamein-factory-for-corrugated-industry/20399,Containers - El Alamein Factory For Corrugated Industry,كونتينرز - مصنع العلمين لصناعة الكرتون المضلع,,,alexandria,,"03-4624-305, 03-4624-335, 03-4624-325, 03-4624-315, 03-4624-305, 03-4624-024",,,,"Falter St., 2nd Industrial Zone, New borg el arab, Alexandria                                                    In Front Of Tac Filter Co.","ش فلاتر - المنطقة الصناعية الثانية, برج العرب الجديدة, الاسكندرية                                                    امام شركة تاك فلتر",e5d91d450e64419757667662cb256b95,1,2026-05-12T19:44:59.747379+00:00,"category: Carton & Corrugated Products, city: Alexandria, keyword: مصنع"
228,https://yellowpages.com.eg/en/profile/cleopatra-factory-for-bamboo-&-rattan/644883,Cleopatra Factory For Bamboo & Rattan,مصنع كيلوباترا للبامبو و الراتان,,,giza,,0127-7822-456,,,,"Mostafa Mahmod St., Intersection Of El Masabek St., Imbaba, Giza                                                    Beside Morgan Villa","ش مصطفي محمود, متفرع من ش المسابك, امبابة, الجيزة                                                    بجوار فيلا مرجان",18cee46cd642cdc8255c083ec108c2b9,1,2026-05-12T19:44:08.099344+00:00,"category: Home, Office and Garden Furniture, city: Giza, keyword: مصنع"
226,https://yellowpages.com.eg/en/profile/cleopatra-clothing-factory/188525,Cleopatra Clothing Factory,مصنع كليوباترا للملابس,,,alexandria,,"03-3025-563, 0100-9666-072, 03-3025-563",,,,"El Madina St., Agami, Alexandria                                                    Inside Small Industries Complex Bldg., 6th Floor","ش المدينة, العجمى, الاسكندرية                                                    داخل مبنى مجمع الصناعات الصغيرة - الدور السادس",17ca830e458a294ea44dede50c8365ab,1,2026-05-12T19:43:44.939634+00:00,"category: Clothing Factories & Wholesalers, city: Alexandria, keyword: مصنع"
223,https://yellowpages.com.eg/en/profile/cinderella-factory-for-uniforms/158521,Cinderella Factory For Uniforms,مصنع سندريلا لليونيفورم,,,cairo,,"0122-6927-963, 02-2490-9720",,,,"2 Rd. 6, Ezbet el nakhl, Cairo","2 ش 6, عزبة النخل, القاهرة",ebd1a378e58f7bbf739f63e11781fcb0,1,2026-05-12T19:43:05.848128+00:00,"category: Uniforms, city: Cairo, keyword: مصنع"
222,https://yellowpages.com.eg/en/profile/chance-factory-mode-for-women-garments/396330,Chance Factory Mode For Women Garments,مصنع تشانس مود للملابس الجاهزة الحريمى,,,cairo,,"0111-1455-518, 02-2472-8845, 0111-1455-519, 0100-3825-375",,,http://www.facebook.com/pages/Chance-Factory-Mode-For-Women-Ready-Made-Garments/650333824990332,"35 El Sad El Aaly St., Block 54, 9th Zone, Nasr city, Cairo                                                    In Front Of Real Estate Registration Mission - Nasr City","35 ش السد العالى - بلوك 54 - المنطقة التاسعة, مدينة نصر, القاهرة                                                    امام مأمورية الشهر العقارى - مدينة نصر",cdd6c7ba4cf2b1def38ea4938ee58511,1,2026-05-12T19:42:51.077996+00:00,"area: Nasr City, category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
220,https://yellowpages.com.eg/en/profile/capital-factory-for-marble-&-granite/638941,Capital Factory For Marble & Granite,مصنع العاصمة للرخام والجرانيت,,,cairo,,"0122-6139-413, 02-2700-5590, 02-2700-5580",,http://asema.gfmegypt.com/asema6,https://www.facebook.com/Capital-factory-100690058205094,"92 El Amal Bldgs. Autostrad Rd., Flat 61, Floor 6, Maadi, Cairo","92 عمارات الامل طريق الاوتوستراد, الشقة 61, الدور 6, المعادى, القاهرة",8a9447df1fdf144fdea62706cfa0b09f,1,2026-05-12T19:42:29.110843+00:00,"area: Maadi, category: Marble and Granite, city: Cairo, keyword: مصنع"
218,https://yellowpages.com.eg/en/profile/candle-factory/34874,Candle Factory,مصنع كاندل,,,alexandria,,03-4879-532,,,,"4 El Osqofeya St., El mansheya, Alexandria","4 ش الاسقفية, المنشية, الاسكندرية",06f697e97d5244ee3cb4dd9c2c6485b5,1,2026-05-12T19:42:08.886314+00:00,"category: Candles, city: Alexandria, keyword: مصنع"
217,https://yellowpages.com.eg/en/profile/camel-glue-factory/584446,Camel Glue Factory,مصنع الجمل للغراء,,,alexandria,,"0122-6715-908, 0122-3516-076",,,,"Block 17, , 3rd Industrial Zone, New borg el arab, Alexandria","بلوك 17 -  - المنطقة الصناعية الثالثة, برج العرب الجديدة, الاسكندرية",dd88338aa8b90e23039393f45cd96da5,1,2026-05-12T19:41:59.026326+00:00,"category: Adhesives and Glues, city: Alexandria, keyword: مصنع"
